batter,bowler,Balls_Faced,Runs_Scored,Times_Out,Fours,Sixes,Strike_Rate,Dismissal_Rate
S Dhawan,Ravi Bishnoi,32,48,1,2,4,150.0,0.03125
DA Warner,HH Pandya,18,27,0,2,1,150.0,0.0
Mandeep Singh,M Morkel,12,18,1,4,0,150.0,0.08333333333333333
WP Saha,TG Southee,12,18,2,3,0,150.0,0.16666666666666666
H Klaasen,AR Patel,14,21,1,0,2,150.0,0.07142857142857142
Rashid Khan,Mohammed Siraj,16,24,0,3,1,150.0,0.0
KL Rahul,Harbhajan Singh,54,81,3,5,4,150.0,0.05555555555555555
MR Marsh,AJ Hosein,10,15,1,0,2,150.0,0.1
Shubman Gill,LS Livingstone,10,15,1,3,0,150.0,0.1
RV Uthappa,AJ Tye,26,39,1,6,0,150.0,0.038461538461538464
PA Patel,SK Trivedi,10,15,0,2,0,150.0,0.0
PA Patel,SB Jakati,16,24,0,1,2,150.0,0.0
PA Patel,IK Pathan,50,75,1,10,3,150.0,0.02
P Simran Singh,RA Jadeja,10,15,2,2,0,150.0,0.2
CM Gautam,Sandeep Sharma,14,21,0,2,2,150.0,0.0
MK Pandey,S Gopal,32,48,2,5,2,150.0,0.0625
MK Pandey,Shahbaz Ahmed,12,18,1,2,0,150.0,0.08333333333333333
SS Iyer,Arshdeep Singh,10,15,1,2,0,150.0,0.1
F du Plessis,JA Morkel,12,18,1,3,0,150.0,0.08333333333333333
TH David,CV Varun,14,21,1,1,2,150.0,0.07142857142857142
MS Bisla,JH Kallis,20,30,1,3,2,150.0,0.05
MR Marsh,T Natarajan,10,15,1,1,1,150.0,0.1
JP Duminy,SP Narine,40,60,1,2,4,150.0,0.025
DJ Bravo,JP Faulkner,18,27,0,2,0,150.0,0.0
MP Stoinis,AJ Tye,14,21,1,2,0,150.0,0.07142857142857142
SS Prabhudessai,AD Russell,10,15,0,2,0,150.0,0.0
AM Rahane,Suyash Sharma,10,15,0,2,0,150.0,0.0
SR Tendulkar,B Lee,16,24,0,3,0,150.0,0.0
MK Tiwary,SP Narine,18,27,0,5,0,150.0,0.0
MK Tiwary,MM Sharma,10,15,0,1,1,150.0,0.0
TL Suman,R Vinay Kumar,16,24,1,1,1,150.0,0.0625
AJ Finch,M Prasidh Krishna,24,36,2,5,1,150.0,0.08333333333333333
JP Duminy,L Balaji,10,15,0,2,0,150.0,0.0
AM Rahane,Washington Sundar,22,33,1,2,2,150.0,0.045454545454545456
SPD Smith,I Udana,10,15,1,3,0,150.0,0.1
SPD Smith,MJ McClenaghan,24,36,1,5,1,150.0,0.041666666666666664
SPD Smith,SK Trivedi,14,21,1,3,0,150.0,0.07142857142857142
SPD Smith,SL Malinga,48,72,1,10,0,150.0,0.020833333333333332
SPD Smith,TG Southee,14,21,0,3,0,150.0,0.0
SR Watson,JD Unadkat,38,57,0,3,4,150.0,0.0
Q de Kock,Lalit Yadav,12,18,0,2,0,150.0,0.0
SS Tiwary,PD Collingwood,12,18,0,0,1,150.0,0.0
PP Chawla,RP Singh,10,15,1,2,0,150.0,0.1
PK Garg,M Markande,10,15,1,2,0,150.0,0.1
PA Patel,Shakib Al Hasan,10,15,2,3,0,150.0,0.2
MS Dhoni,AD Russell,26,39,2,6,1,150.0,0.07692307692307693
Mandeep Singh,DT Christian,12,18,0,3,0,150.0,0.0
DA Warner,KH Pandya,26,39,0,3,1,150.0,0.0
EJG Morgan,Kartik Tyagi,10,15,0,0,2,150.0,0.0
KH Pandya,K Rabada,28,42,2,4,1,150.0,0.07142857142857142
EJG Morgan,Harbhajan Singh,10,15,0,2,0,150.0,0.0
KH Pandya,CH Morris,14,21,1,2,0,150.0,0.07142857142857142
RV Uthappa,PJ Cummins,16,24,2,2,2,150.0,0.125
H Klaasen,Kuldeep Yadav,16,24,0,1,2,150.0,0.0
Y Venugopal Rao,A Singh,10,15,0,3,0,150.0,0.0
KL Rahul,PWH de Silva,12,18,0,1,1,150.0,0.0
KM Jadhav,JH Kallis,12,18,0,2,1,150.0,0.0
Y Venugopal Rao,A Mithun,12,18,0,2,1,150.0,0.0
DA Warner,PJ Sangwan,12,18,0,0,2,150.0,0.0
MS Dhoni,Karanveer Singh,12,18,1,0,1,150.0,0.08333333333333333
KA Pollard,PV Tambe,14,21,1,0,2,150.0,0.07142857142857142
SP Narine,Avesh Khan,16,24,0,3,1,150.0,0.0
SO Hetmyer,Mohammed Siraj,32,48,2,5,2,150.0,0.0625
JM Sharma,Rashid Khan,22,33,1,3,2,150.0,0.045454545454545456
G Gambhir,B Akhil,10,15,1,2,0,150.0,0.1
G Gambhir,AN Ahmed,10,15,1,1,1,150.0,0.1
R Dravid,KA Pollard,20,30,1,4,0,150.0,0.05
R Dhawan,Avesh Khan,10,15,0,2,1,150.0,0.0
HH Pandya,Mohammed Siraj,26,39,0,3,2,150.0,0.0
Tilak Varma,AD Russell,18,27,1,5,0,150.0,0.05555555555555555
KC Sangakkara,LR Shukla,14,21,1,3,0,150.0,0.07142857142857142
CJ Anderson,SR Watson,12,18,0,2,1,150.0,0.0
R Ashwin,Avesh Khan,10,15,1,1,0,150.0,0.1
R Ashwin,NM Coulter-Nile,12,18,0,1,1,150.0,0.0
SPD Smith,DW Steyn,14,21,1,2,0,150.0,0.07142857142857142
AT Rayudu,BB Sran,12,18,2,2,1,150.0,0.16666666666666666
AT Rayudu,AD Mascarenhas,10,15,0,2,0,150.0,0.0
AT Rayudu,AR Patel,34,51,1,2,3,150.0,0.029411764705882353
JM Bairstow,KR Sen,10,15,0,3,0,150.0,0.0
DA Miller,MA Starc,12,18,0,3,0,150.0,0.0
SW Billings,Ravi Bishnoi,10,15,1,0,2,150.0,0.1
MS Wade,TA Boult,14,21,1,4,0,150.0,0.07142857142857142
P Kumar,DS Kulkarni,10,15,1,1,1,150.0,0.1
P Negi,R Vinay Kumar,10,15,1,2,0,150.0,0.1
Ishan Kishan,AR Patel,56,84,1,6,3,150.0,0.017857142857142856
JR Hopes,A Mishra,10,15,1,2,0,150.0,0.1
AM Rahane,JP Behrendorff,16,24,0,3,1,150.0,0.0
NV Ojha,VR Aaron,10,15,2,0,2,150.0,0.2
OA Shah,RA Jadeja,10,15,0,1,1,150.0,0.0
Shakib Al Hasan,HH Pandya,10,15,1,2,0,150.0,0.1
MEK Hussey,P Awana,16,24,0,4,0,150.0,0.0
V Kohli,MP Stoinis,10,15,0,2,0,150.0,0.0
V Kohli,LH Ferguson,40,60,0,7,2,150.0,0.0
MEK Hussey,S Kaul,12,18,0,3,0,150.0,0.0
RA Tripathi,I Sharma,10,15,1,2,0,150.0,0.1
RA Tripathi,Lalit Yadav,10,15,0,0,1,150.0,0.0
MEK Hussey,Shakib Al Hasan,10,15,0,1,1,150.0,0.0
MEK Hussey,S Nadeem,16,24,0,0,2,150.0,0.0
AT Rayudu,KL Nagarkoti,10,15,1,1,1,150.0,0.1
RA Tripathi,MJ McClenaghan,14,21,1,4,0,150.0,0.07142857142857142
HH Gibbs,R Vinay Kumar,20,30,1,2,2,150.0,0.05
MA Agarwal,Harshit Rana,18,27,2,2,2,150.0,0.1111111111111111
DP Conway,A Zampa,10,15,1,2,0,150.0,0.1
V Kohli,Yuvraj Singh,20,30,0,4,0,150.0,0.0
HH Pandya,DS Kulkarni,10,15,1,1,1,150.0,0.1
KC Sangakkara,SK Warne,12,18,1,1,1,150.0,0.08333333333333333
G Gambhir,S Nadeem,26,39,0,4,1,150.0,0.0
RD Gaikwad,M Jansen,20,30,0,2,2,150.0,0.0
CA Lynn,MM Sharma,10,15,0,3,0,150.0,0.0
RD Gaikwad,Mustafizur Rahman,12,18,1,0,2,150.0,0.08333333333333333
JM Bairstow,Ravi Bishnoi,24,36,1,4,2,150.0,0.041666666666666664
CH Gayle,K Upadhyay,10,15,0,0,2,150.0,0.0
RA Jadeja,Ravi Bishnoi,18,27,0,4,0,150.0,0.0
MA Agarwal,NLTC Perera,10,15,1,2,0,150.0,0.1
MA Agarwal,Shahbaz Ahmed,16,24,0,2,1,150.0,0.0
DJ Hussey,SB Styris,12,18,0,2,1,150.0,0.0
MD Shanaka,M Theekshana,10,15,0,1,1,150.0,0.0
MEK Hussey,B Akhil,12,18,0,0,2,150.0,0.0
F du Plessis,DS Kulkarni,10,15,0,1,1,150.0,0.0
SP Narine,KK Ahmed,18,27,2,4,1,150.0,0.1111111111111111
SP Narine,SN Thakur,10,15,0,3,0,150.0,0.0
R Parag,SM Curran,10,15,1,2,0,150.0,0.1
AC Gilchrist,IK Pathan,44,66,4,13,1,150.0,0.09090909090909091
V Sehwag,L Balaji,26,39,1,4,2,150.0,0.038461538461538464
V Sehwag,IK Pathan,16,24,2,4,1,150.0,0.125
V Sehwag,B Kumar,18,27,1,3,2,150.0,0.05555555555555555
DPMD Jayawardene,CH Gayle,12,18,0,2,1,150.0,0.0
KD Karthik,DR Smith,18,27,0,4,0,150.0,0.0
SK Raina,B Akhil,10,15,0,1,1,150.0,0.0
SK Raina,AM Nayar,14,21,0,1,1,150.0,0.0
RG Sharma,AJ Tye,16,24,0,3,0,150.0,0.0
SE Rutherford,CV Varun,10,15,0,1,1,150.0,0.0
SE Marsh,STR Binny,10,15,0,2,0,150.0,0.0
JH Kallis,WPUJC Vaas,12,18,1,4,0,150.0,0.08333333333333333
Lalit Yadav,TA Boult,14,21,1,3,0,150.0,0.07142857142857142
H Klaasen,Sandeep Sharma,14,21,1,1,1,150.0,0.07142857142857142
RG Sharma,JD Ryder,10,15,0,1,1,150.0,0.0
JJ Roy,A Dananjaya,12,18,0,1,1,150.0,0.0
SA Yadav,SL Malinga,10,15,1,0,1,150.0,0.1
AT Rayudu,R Parag,14,21,0,1,1,150.0,0.0
RR Pant,Naveen-ul-Haq,10,15,1,2,0,150.0,0.1
S Dube,Mohammed Siraj,18,27,0,4,1,150.0,0.0
S Dube,RP Meredith,12,18,1,1,1,150.0,0.08333333333333333
S Sohal,S Aravind,10,15,0,3,0,150.0,0.0
SA Asnodkar,A Symonds,14,21,0,2,1,150.0,0.0
SA Asnodkar,SM Pollock,14,21,0,3,0,150.0,0.0
Anuj Rawat,Mustafizur Rahman,10,15,0,1,1,150.0,0.0
LRPL Taylor,SB Jakati,20,30,0,0,2,150.0,0.0
M Manhas,R Ashwin,16,24,0,4,0,150.0,0.0
M Manhas,JEC Franklin,10,15,0,2,0,150.0,0.0
V Shankar,Vijaykumar Vyshak,12,18,2,2,1,150.0,0.16666666666666666
AC Gilchrist,A Mithun,12,18,0,1,1,150.0,0.0
C de Grandhomme,Rashid Khan,22,33,1,2,3,150.0,0.045454545454545456
RG Sharma,DE Bollinger,10,15,2,2,1,150.0,0.2
JDS Neesham,RA Jadeja,10,15,1,2,0,150.0,0.1
S Anirudha,S Ladda,10,15,0,0,2,150.0,0.0
LMP Simmons,YS Chahal,12,18,1,1,1,150.0,0.08333333333333333
LMP Simmons,Karanveer Singh,12,18,0,3,0,150.0,0.0
LMP Simmons,I Sharma,10,15,1,3,0,150.0,0.1
LA Pomersbach,DJG Sammy,10,15,1,0,1,150.0,0.1
JC Buttler,PWH de Silva,18,27,0,0,3,150.0,0.0
KP Pietersen,AR Patel,20,30,1,6,0,150.0,0.05
AM Nayar,SK Warne,16,24,0,3,0,150.0,0.0
SV Samson,KC Cariappa,10,15,1,1,1,150.0,0.1
N Pooran,Mohammed Siraj,16,24,1,2,2,150.0,0.0625
N Rana,GJ Maxwell,10,15,1,1,1,150.0,0.1
LR Shukla,Joginder Sharma,14,21,1,2,1,150.0,0.07142857142857142
B Sai Sudharsan,PP Chawla,16,24,0,1,1,150.0,0.0
YK Pathan,NLTC Perera,16,24,0,2,1,150.0,0.0
S Dhawan,Mohsin Khan,12,18,1,2,1,150.0,0.08333333333333333
WP Saha,Kuldeep Yadav,18,27,1,2,1,150.0,0.05555555555555555
KD Karthik,Mohammed Siraj,12,18,2,1,1,150.0,0.16666666666666666
F du Plessis,B Kumar,70,105,2,12,4,150.0,0.02857142857142857
AB de Villiers,L Balaji,28,42,3,1,3,150.0,0.10714285714285714
S Dhawan,Harpreet Brar,12,18,0,0,1,150.0,0.0
KK Nair,AB Dinda,22,33,0,7,0,150.0,0.0
BA Stokes,DJ Bravo,14,21,1,1,1,150.0,0.07142857142857142
S Dhawan,AS Joseph,20,30,0,3,1,150.0,0.0
KL Rahul,Anureet Singh,18,27,0,2,1,150.0,0.0
KK Nair,PJ Sangwan,10,15,1,3,0,150.0,0.1
Arshad Khan,Kuldeep Yadav,12,18,0,1,1,150.0,0.0
KP Pietersen,Harbhajan Singh,30,45,2,3,3,150.0,0.06666666666666667
DR Smith,STR Binny,14,21,2,2,1,150.0,0.14285714285714285
KS Williamson,DJ Bravo,34,51,2,7,1,150.0,0.058823529411764705
YBK Jaiswal,C Green,10,15,1,2,1,150.0,0.1
KS Williamson,Mujeeb Ur Rahman,14,21,0,1,1,150.0,0.0
V Kohli,JJ Bumrah,97,145,5,16,5,149.48453608247422,0.05154639175257732
DA Warner,PP Chawla,77,115,2,15,3,149.35064935064935,0.025974025974025976
V Kohli,CH Morris,73,109,2,11,4,149.31506849315068,0.0273972602739726
RG Sharma,IK Pathan,47,70,2,7,3,148.93617021276594,0.0425531914893617
KL Rahul,TG Southee,43,64,1,3,5,148.8372093023256,0.023255813953488372
V Kohli,Z Khan,43,64,4,7,2,148.8372093023256,0.09302325581395349
KS Williamson,R Ashwin,39,58,0,6,2,148.71794871794873,0.0
WP Saha,Harbhajan Singh,39,58,0,2,4,148.71794871794873,0.0
S Dhawan,Mohammed Shami,76,113,1,20,1,148.6842105263158,0.013157894736842105
HH Pandya,DJ Bravo,37,55,1,2,3,148.64864864864865,0.02702702702702703
V Kohli,Noor Ahmad,37,55,1,7,1,148.64864864864865,0.02702702702702703
Yuvraj Singh,UT Yadav,37,55,4,4,4,148.64864864864865,0.10810810810810811
RA Tripathi,R Ashwin,35,52,1,4,2,148.57142857142858,0.02857142857142857
KL Rahul,TA Boult,66,98,2,13,4,148.4848484848485,0.030303030303030304
MA Agarwal,PP Chawla,33,49,2,3,2,148.4848484848485,0.06060606060606061
MEK Hussey,SK Trivedi,31,46,0,6,0,148.38709677419354,0.0
Yuvraj Singh,Imran Tahir,31,46,1,2,4,148.38709677419354,0.03225806451612903
SO Hetmyer,HV Patel,31,46,0,3,2,148.38709677419354,0.0
YBK Jaiswal,SM Curran,31,46,1,8,1,148.38709677419354,0.03225806451612903
SA Yadav,Rashid Khan,58,86,0,11,2,148.27586206896552,0.0
JC Buttler,M Theekshana,27,40,0,4,1,148.14814814814815,0.0
S Dhawan,WD Parnell,27,40,0,5,2,148.14814814814815,0.0
MEK Hussey,YK Pathan,25,37,0,2,1,148.0,0.0
DR Smith,JD Unadkat,25,37,0,1,4,148.0,0.0
AJ Finch,Rashid Khan,25,37,2,2,3,148.0,0.08
RR Pant,PP Chawla,25,37,0,5,1,148.0,0.0
Harbhajan Singh,MM Sharma,25,37,2,3,2,148.0,0.08
PP Shaw,CV Varun,25,37,3,4,1,148.0,0.12
V Kohli,MC Henriques,25,37,1,2,2,148.0,0.04
SR Tendulkar,RA Jadeja,25,37,1,5,0,148.0,0.04
M Vijay,UT Yadav,48,71,2,11,1,147.91666666666669,0.041666666666666664
KD Karthik,RA Jadeja,71,105,3,11,5,147.88732394366198,0.04225352112676056
SA Yadav,DS Kulkarni,23,34,1,3,2,147.82608695652172,0.043478260869565216
SK Raina,S Aravind,23,34,0,1,4,147.82608695652172,0.0
SK Raina,VR Aaron,23,34,1,5,0,147.82608695652172,0.043478260869565216
SK Raina,Mohammed Shami,23,34,1,2,2,147.82608695652172,0.043478260869565216
N Rana,MP Stoinis,46,68,2,7,2,147.82608695652172,0.043478260869565216
AJ Finch,PP Chawla,23,34,1,3,1,147.82608695652172,0.043478260869565216
F du Plessis,Navdeep Saini,23,34,0,3,2,147.82608695652172,0.0
AD Russell,JC Archer,23,34,0,2,3,147.82608695652172,0.0
Shubman Gill,Mohammed Siraj,44,65,1,5,3,147.72727272727272,0.022727272727272728
S Dhawan,M Prasidh Krishna,44,65,1,8,3,147.72727272727272,0.022727272727272728
GJ Maxwell,RD Chahar,44,65,2,5,4,147.72727272727272,0.045454545454545456
DA Warner,JP Faulkner,21,31,1,2,1,147.61904761904762,0.047619047619047616
CH Gayle,VR Aaron,21,31,0,3,2,147.61904761904762,0.0
S Dhawan,BA Stokes,21,31,1,6,0,147.61904761904762,0.047619047619047616
JC Buttler,Shivam Mavi,40,59,2,6,3,147.5,0.05
V Kohli,I Sharma,76,112,1,12,5,147.36842105263156,0.013157894736842105
Yuvraj Singh,DL Vettori,19,28,1,2,2,147.36842105263156,0.05263157894736842
KM Jadhav,Z Khan,19,28,1,3,1,147.36842105263156,0.05263157894736842
YK Pathan,S Aravind,19,28,1,3,1,147.36842105263156,0.05263157894736842
SS Iyer,M Prasidh Krishna,19,28,1,4,0,147.36842105263156,0.05263157894736842
R Tewatia,Shivam Mavi,19,28,1,4,0,147.36842105263156,0.05263157894736842
YBK Jaiswal,Yash Dayal,19,28,2,4,1,147.36842105263156,0.10526315789473684
Shubman Gill,JO Holder,19,28,0,4,0,147.36842105263156,0.0
MK Pandey,Navdeep Saini,19,28,0,3,1,147.36842105263156,0.0
V Kohli,Abhishek Sharma,19,28,0,4,0,147.36842105263156,0.0
G Gambhir,MC Henriques,36,53,2,7,0,147.22222222222223,0.05555555555555555
DJ Hussey,A Mishra,36,53,0,2,4,147.22222222222223,0.0
SK Raina,SR Watson,36,53,2,7,1,147.22222222222223,0.05555555555555555
Q de Kock,JD Unadkat,36,53,0,6,1,147.22222222222223,0.0
AB de Villiers,JJ Bumrah,89,131,3,10,8,147.19101123595507,0.033707865168539325
R Dravid,SB Styris,17,25,2,1,2,147.05882352941177,0.11764705882352941
SPD Smith,Ravi Bishnoi,17,25,1,2,1,147.05882352941177,0.058823529411764705
PP Shaw,UT Yadav,17,25,2,5,0,147.05882352941177,0.11764705882352941
G Gambhir,YS Chahal,17,25,2,3,0,147.05882352941177,0.11764705882352941
DR Smith,HH Pandya,17,25,0,5,0,147.05882352941177,0.0
DJ Hussey,S Sreesanth,17,25,1,3,1,147.05882352941177,0.058823529411764705
Yuvraj Singh,RG Sharma,17,25,0,3,0,147.05882352941177,0.0
VR Iyer,DL Chahar,17,25,1,5,0,147.05882352941177,0.058823529411764705
MA Agarwal,S Kaul,17,25,1,2,1,147.05882352941177,0.058823529411764705
R Dravid,DT Christian,17,25,1,3,1,147.05882352941177,0.058823529411764705
SV Samson,V Shankar,17,25,1,2,1,147.05882352941177,0.058823529411764705
F du Plessis,Iqbal Abdulla,17,25,0,2,1,147.05882352941177,0.0
STR Binny,CH Morris,17,25,0,4,0,147.05882352941177,0.0
HH Pandya,OC McCoy,17,25,0,4,0,147.05882352941177,0.0
DA Miller,JA Morkel,17,25,1,4,0,147.05882352941177,0.058823529411764705
RR Pant,RA Jadeja,49,72,2,5,3,146.9387755102041,0.04081632653061224
S Dhawan,RA Jadeja,81,119,1,7,4,146.9135802469136,0.012345679012345678
AD Russell,NLTC Perera,15,22,1,3,1,146.66666666666666,0.06666666666666667
DR Smith,MM Sharma,30,44,1,6,2,146.66666666666666,0.03333333333333333
KC Sangakkara,SC Ganguly,15,22,0,2,0,146.66666666666666,0.0
Azhar Mahmood,SK Trivedi,15,22,0,2,1,146.66666666666666,0.0
S Dube,Arshdeep Singh,15,22,2,4,0,146.66666666666666,0.13333333333333333
DPMD Jayawardene,SE Bond,15,22,0,3,0,146.66666666666666,0.0
V Sehwag,A Singh,15,22,0,3,0,146.66666666666666,0.0
WP Saha,Washington Sundar,15,22,0,3,0,146.66666666666666,0.0
JD Ryder,DW Steyn,15,22,1,3,1,146.66666666666666,0.06666666666666667
RG Sharma,JP Duminy,15,22,1,3,0,146.66666666666666,0.06666666666666667
RG Sharma,Kartik Tyagi,15,22,0,2,1,146.66666666666666,0.0
DA Warner,SJ Srivastava,15,22,1,2,1,146.66666666666666,0.06666666666666667
SV Samson,MJ McClenaghan,15,22,4,1,2,146.66666666666666,0.26666666666666666
Shubman Gill,M Markande,15,22,1,3,0,146.66666666666666,0.06666666666666667
MP Stoinis,Washington Sundar,15,22,1,2,1,146.66666666666666,0.06666666666666667
MM Ali,M Ashwin,15,22,1,2,1,146.66666666666666,0.06666666666666667
BJ Hodge,RJ Harris,15,22,2,3,1,146.66666666666666,0.13333333333333333
DJ Hooda,C Sakariya,15,22,0,4,0,146.66666666666666,0.0
MK Pandey,MM Sharma,30,44,0,4,1,146.66666666666666,0.0
P Simran Singh,V Viyaskanth,15,22,1,1,2,146.66666666666666,0.06666666666666667
PD Salt,Harpreet Brar,15,22,1,4,0,146.66666666666666,0.06666666666666667
CA Lynn,AR Patel,15,22,1,2,1,146.66666666666666,0.06666666666666667
R Ashwin,SN Thakur,15,22,2,2,1,146.66666666666666,0.13333333333333333
SK Raina,KH Pandya,30,44,0,4,1,146.66666666666666,0.0
GJ Maxwell,M Morkel,15,22,1,3,1,146.66666666666666,0.06666666666666667
RA Tripathi,SM Curran,28,41,0,4,1,146.42857142857142,0.0
Q de Kock,TA Boult,28,41,3,6,1,146.42857142857142,0.10714285714285714
DA Warner,SN Thakur,28,41,0,7,0,146.42857142857142,0.0
AT Rayudu,Shakib Al Hasan,56,82,4,7,4,146.42857142857142,0.07142857142857142
DJ Hooda,TA Boult,41,60,0,8,1,146.34146341463415,0.0
AM Rahane,MM Sharma,41,60,2,5,2,146.34146341463415,0.04878048780487805
GJ Maxwell,S Nadeem,13,19,0,1,2,146.15384615384613,0.0
SK Raina,MP Stoinis,13,19,1,1,2,146.15384615384613,0.07692307692307693
M Vijay,DR Smith,13,19,0,1,1,146.15384615384613,0.0
Q de Kock,MP Stoinis,13,19,3,2,1,146.15384615384613,0.23076923076923078
Q de Kock,Mohammed Shami,39,57,4,5,2,146.15384615384613,0.10256410256410256
AR Patel,KA Pollard,13,19,1,1,2,146.15384615384613,0.07692307692307693
G Gambhir,STR Binny,13,19,0,2,0,146.15384615384613,0.0
CH Gayle,YA Abdulla,13,19,1,2,1,146.15384615384613,0.07692307692307693
V Kohli,Kartik Tyagi,13,19,1,2,0,146.15384615384613,0.07692307692307693
SPD Smith,KH Pandya,39,57,0,4,2,146.15384615384613,0.0
AR Patel,M Pathirana,13,19,1,3,0,146.15384615384613,0.07692307692307693
GJ Maxwell,AS Rajpoot,13,19,1,4,0,146.15384615384613,0.07692307692307693
DJG Sammy,Shakib Al Hasan,13,19,2,1,2,146.15384615384613,0.15384615384615385
MK Pandey,M Morkel,13,19,0,1,1,146.15384615384613,0.0
SK Raina,KK Cooper,13,19,2,2,1,146.15384615384613,0.15384615384615385
KD Karthik,JC Archer,26,38,2,2,4,146.15384615384613,0.07692307692307693
SK Raina,BB Sran,13,19,0,2,0,146.15384615384613,0.0
RA Jadeja,TM Dilshan,13,19,0,3,0,146.15384615384613,0.0
S Dhawan,SB Styris,13,19,0,2,0,146.15384615384613,0.0
SS Tiwary,Harbhajan Singh,26,38,1,2,2,146.15384615384613,0.038461538461538464
KA Pollard,JO Holder,13,19,1,1,1,146.15384615384613,0.07692307692307693
MK Pandey,TU Deshpande,13,19,2,2,1,146.15384615384613,0.15384615384615385
F du Plessis,P Sahu,13,19,0,2,0,146.15384615384613,0.0
MS Bisla,DL Vettori,13,19,0,1,1,146.15384615384613,0.0
SA Yadav,SR Watson,26,38,1,3,2,146.15384615384613,0.038461538461538464
KC Sangakkara,AD Mascarenhas,13,19,0,3,0,146.15384615384613,0.0
GJ Maxwell,PJ Cummins,13,19,1,3,0,146.15384615384613,0.07692307692307693
Yuvraj Singh,M Kartik,13,19,0,0,2,146.15384615384613,0.0
DT Christian,KA Pollard,13,19,0,1,1,146.15384615384613,0.0
DA Warner,Shakib Al Hasan,13,19,1,1,2,146.15384615384613,0.07692307692307693
B Chipli,R Bhatia,13,19,1,3,0,146.15384615384613,0.07692307692307693
Gurkeerat Singh,A Mishra,13,19,1,1,1,146.15384615384613,0.07692307692307693
Dhruv Jurel,Yash Thakur,13,19,0,2,0,146.15384615384613,0.0
AT Rayudu,STR Binny,13,19,1,2,1,146.15384615384613,0.07692307692307693
SR Watson,KL Nagarkoti,13,19,0,2,1,146.15384615384613,0.0
PA Patel,TG Southee,13,19,0,3,0,146.15384615384613,0.0
JC Buttler,Mukesh Kumar,13,19,1,3,0,146.15384615384613,0.07692307692307693
AK Markram,AD Russell,13,19,1,1,1,146.15384615384613,0.07692307692307693
SV Samson,Yash Dayal,13,19,0,3,1,146.15384615384613,0.0
DJ Hooda,Imran Tahir,13,19,1,0,2,146.15384615384613,0.07692307692307693
G Gambhir,PM Sarvesh Kumar,13,19,0,3,0,146.15384615384613,0.0
Q de Kock,HV Patel,37,54,0,7,1,145.94594594594594,0.0
AM Rahane,UT Yadav,74,108,4,11,5,145.94594594594594,0.05405405405405406
HH Pandya,AD Russell,24,35,2,4,1,145.83333333333331,0.08333333333333333
SS Tiwary,UT Yadav,24,35,0,7,0,145.83333333333331,0.0
SS Iyer,Washington Sundar,24,35,2,0,2,145.83333333333331,0.08333333333333333
SK Raina,S Sreesanth,24,35,1,3,2,145.83333333333331,0.041666666666666664
CA Lynn,DL Chahar,24,35,1,5,2,145.83333333333331,0.041666666666666664
KS Williamson,UT Yadav,57,83,1,9,4,145.61403508771932,0.017543859649122806
DA Warner,UT Yadav,68,99,5,8,5,145.58823529411765,0.07352941176470588
SA Yadav,R Ashwin,79,115,0,6,7,145.56962025316454,0.0
R Parag,Sandeep Sharma,11,16,0,2,0,145.45454545454547,0.0
SK Raina,Imran Tahir,11,16,1,2,0,145.45454545454547,0.09090909090909091
SPD Smith,V Shankar,11,16,0,2,0,145.45454545454547,0.0
HH Gibbs,AB Dinda,11,16,1,3,0,145.45454545454547,0.09090909090909091
MA Agarwal,A Nortje,22,32,0,7,0,145.45454545454547,0.0
RD Gaikwad,N Burger,11,16,0,0,2,145.45454545454547,0.0
LA Pomersbach,MF Maharoof,11,16,1,2,1,145.45454545454547,0.09090909090909091
DA Miller,R Bhatia,11,16,0,1,1,145.45454545454547,0.0
RV Uthappa,AD Mathews,11,16,1,1,1,145.45454545454547,0.09090909090909091
AJ Finch,JH Kallis,11,16,2,0,2,145.45454545454547,0.18181818181818182
AJ Finch,MJ McClenaghan,11,16,0,2,0,145.45454545454547,0.0
JP Duminy,SB Jakati,11,16,0,0,1,145.45454545454547,0.0
MK Lomror,Arshdeep Singh,11,16,1,2,1,145.45454545454547,0.09090909090909091
MK Pandey,AB Dinda,11,16,2,3,0,145.45454545454547,0.18181818181818182
SS Iyer,S Joseph,11,16,0,3,0,145.45454545454547,0.0
DA Warner,S Badree,11,16,0,3,0,145.45454545454547,0.0
Shubman Gill,Mohsin Khan,11,16,0,2,0,145.45454545454547,0.0
KR Mayers,JP Behrendorff,11,16,0,3,0,145.45454545454547,0.0
KH Pandya,T Natarajan,11,16,2,2,0,145.45454545454547,0.18181818181818182
RR Pant,M Prasidh Krishna,22,32,1,2,2,145.45454545454547,0.045454545454545456
SV Samson,KA Pollard,22,32,1,2,1,145.45454545454547,0.045454545454545456
ML Hayden,SK Warne,11,16,0,1,1,145.45454545454547,0.0
N Pooran,Harshit Rana,11,16,0,2,1,145.45454545454547,0.0
AB de Villiers,A Nortje,11,16,2,1,1,145.45454545454547,0.18181818181818182
Shahbaz Ahmed,Umran Malik,11,16,1,3,0,145.45454545454547,0.09090909090909091
MP Stoinis,Akash Madhwal,11,16,0,0,1,145.45454545454547,0.0
YK Pathan,JP Faulkner,11,16,0,1,1,145.45454545454547,0.0
BB McCullum,RP Singh,22,32,3,2,3,145.45454545454547,0.13636363636363635
SR Watson,MS Gony,11,16,0,1,1,145.45454545454547,0.0
